,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
19,1364,60,73.0,8499,6,5,2006,2007,0.0,0,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2007.0,2,432,0,36,0,0,0,0,0,3,2007,2
20,491,160,69.75590551181102,2665,5,6,1976,1976,0.0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1976.0,1,336,141,24,0,0,0,0,0,6,2008,2
21,941,90,55.0,12640,6,5,1976,1976,0.0,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,1976.0,2,574,40,0,0,0,0,0,0,7,2006,2
22,110,20,105.0,11751,6,6,1977,1977,480.0,705,0,1139,1844,1844,0,0,1844,0,0,2,0,3,1,7,1,1977.0,2,546,0,122,0,0,0,0,0,1,2010,2
23,560,120,69.75590551181102,3196,7,5,2003,2004,18.0,0,0,1374,1374,1557,0,0,1557,0,0,2,0,2,1,7,1,2003.0,2,420,143,20,0,0,0,0,0,10,2006,3
24,746,60,69.75590551181102,8963,8,9,1976,1996,289.0,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,1994.0,2,831,0,204,0,0,0,0,0,7,2008,3
25,1119,80,85.0,13825,5,6,1958,1987,0.0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1958.0,1,300,280,34,0,0,0,0,0,12,2008,2
26,1391,20,70.0,9100,7,5,2000,2000,244.0,1400,0,125,1525,1525,0,0,1525,1,0,2,0,3,1,6,0,2000.0,2,541,219,36,0,0,0,0,0,9,2006,3
27,93,30,80.0,13360,5,7,1921,2006,0.0,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,1921.0,2,432,0,0,44,0,0,0,0,8,2009,2
28,107,30,60.0,10800,4,7,1885,1995,0.0,0,0,641,641,1047,0,0,1047,0,0,1,0,2,1,6,0,1954.0,1,273,0,0,0,0,0,0,450,8,2007,2
29,1450,180,21.0,1533,5,7,1970,1970,0.0,553,0,77,630,630,0,0,630,1,0,1,0,1,1,3,0,1979.0469314079423,0,0,0,0,0,0,0,0,0,8,2006,1
30,623,20,71.0,7064,5,6,1977,1977,153.0,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,1986.0,2,484,192,0,0,0,0,0,0,7,2009,2
31,302,60,66.0,16226,8,5,1998,1999,0.0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998.0,2,683,208,50,0,0,0,0,0,5,2007,3
32,1306,20,108.0,13173,9,5,2006,2007,300.0,1572,0,80,1652,1652,0,0,1652,1,0,2,0,2,1,6,2,2006.0,2,840,404,102,0,0,0,0,0,11,2009,4
33,1021,20,60.0,7024,4,5,2005,2005,0.0,1024,0,108,1132,1132,0,0,1132,1,0,1,1,2,1,5,0,2005.0,2,451,252,64,0,0,0,0,0,6,2008,2
34,388,80,72.0,7200,6,6,1976,1976,255.0,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977.0,1,352,296,0,0,0,0,0,0,10,2009,2
35,1070,45,60.0,9600,5,7,1949,2003,0.0,220,0,625,845,893,0,0,893,0,1,1,0,2,1,4,0,1985.0,2,576,0,0,0,0,0,0,0,5,2007,2
36,112,80,69.75590551181102,7750,7,5,2000,2000,0.0,250,0,134,384,774,656,0,1430,0,0,2,1,3,1,7,1,2000.0,2,400,180,0,0,0,0,0,0,4,2010,2
37,1161,160,24.0,2280,6,5,1978,1978,0.0,311,0,544,855,855,601,0,1456,0,0,2,1,3,1,7,1,1978.0,2,440,26,0,0,0,0,0,0,7,2010,2
38,307,60,116.0,13474,7,5,1990,1991,246.0,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,1990.0,3,746,127,44,224,0,0,0,0,6,2007,3
39,1404,20,49.0,15256,8,5,2007,2007,84.0,929,0,556,1485,1464,0,0,1464,1,0,2,0,3,1,6,0,2007.0,3,754,168,160,0,0,0,0,0,8,2007,3
40,1366,60,69.75590551181102,7500,7,5,2000,2000,0.0,533,0,281,814,814,860,0,1674,1,0,2,1,3,1,7,0,2000.0,2,663,0,96,0,0,0,0,0,1,2010,3
41,570,90,69.75590551181102,7032,5,5,1979,1979,0.0,943,0,0,943,943,0,0,943,1,0,1,0,2,1,4,2,1979.0,2,600,42,0,0,0,0,0,0,12,2006,2
42,1082,20,75.0,7500,5,5,1963,1963,0.0,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1963.0,1,308,0,0,220,0,0,0,0,6,2010,2
43,1086,85,73.0,9069,6,6,1992,1992,0.0,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,1992.0,2,564,120,0,0,0,0,0,0,4,2010,2
44,923,20,65.0,10237,6,5,2005,2006,0.0,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2005.0,2,397,100,0,0,23,0,0,0,10,2006,2
45,1349,20,69.75590551181102,16196,7,5,1998,1998,0.0,1443,0,39,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,1998.0,2,514,402,25,0,0,0,0,0,8,2007,3
46,722,120,69.75590551181102,4426,6,5,2004,2004,169.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2004.0,2,420,160,0,0,0,0,0,0,5,2010,2
47,1402,60,62.0,7415,6,5,2004,2004,0.0,759,0,80,839,864,729,0,1593,1,0,2,1,3,1,8,1,2004.0,2,398,100,75,0,0,0,0,0,4,2008,2
48,965,60,80.0,11316,7,5,2002,2003,44.0,624,0,193,817,824,1070,0,1894,1,0,2,1,4,1,8,1,2002.0,2,510,0,40,0,0,0,0,0,2,2010,3
49,1056,20,104.0,11361,6,5,1976,1976,160.0,644,0,549,1193,1523,0,0,1523,0,1,2,0,3,1,7,1,1976.0,2,478,0,0,0,0,189,0,0,5,2008,2
50,634,20,80.0,9250,5,7,1954,2005,0.0,480,468,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,1954.0,1,260,390,0,0,0,0,0,0,7,2007,2
51,733,60,75.0,11404,7,5,1998,1999,202.0,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998.0,2,541,192,84,0,0,0,0,0,7,2008,3
52,1394,190,60.0,10800,6,7,1905,2000,0.0,0,0,482,482,1221,691,0,1912,0,0,2,0,3,2,7,1,2003.0,2,672,0,25,212,0,0,0,0,4,2008,2
53,1151,20,57.0,8280,6,5,1950,1950,0.0,0,0,932,932,932,0,0,932,0,0,1,0,2,1,4,1,1950.0,1,306,0,0,214,0,0,0,0,11,2007,2
54,479,20,79.0,10637,8,5,2007,2008,336.0,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,2007.0,3,826,208,44,0,0,0,0,0,9,2009,3
55,86,60,121.0,16059,8,5,1991,1992,284.0,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,1991.0,2,462,127,82,0,0,0,0,0,4,2006,3
56,1061,120,41.0,4920,8,5,2001,2001,0.0,616,0,722,1338,1338,0,0,1338,1,0,2,0,2,1,6,0,2001.0,2,582,0,0,170,0,0,0,0,4,2010,3
57,645,20,85.0,9187,9,5,2009,2009,162.0,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,2009.0,3,478,195,130,0,0,0,0,0,10,2009,4
58,781,20,63.0,7875,7,5,1995,1996,38.0,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,1995.0,2,402,220,21,0,0,0,0,0,6,2007,2
59,525,60,95.0,11787,7,5,1996,1997,594.0,719,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,1996.0,3,834,239,60,0,0,0,0,0,8,2007,4
60,54,20,68.0,50271,9,5,1981,1987,0.0,1810,0,32,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,1981.0,3,894,857,72,0,0,0,0,0,11,2006,4
61,1175,70,80.0,16560,6,8,1932,1950,0.0,503,0,449,952,1170,1175,0,2345,0,0,2,1,4,1,9,1,1932.0,2,360,0,0,0,0,0,0,0,7,2006,3
62,1247,60,65.0,8125,7,5,2005,2006,0.0,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,2005.0,2,615,0,45,0,0,0,0,0,3,2006,2
63,997,20,69.75590551181102,10659,5,6,1961,1961,0.0,915,0,135,1050,1050,0,0,1050,1,0,1,0,3,1,6,0,1961.0,1,368,0,319,0,0,0,0,0,1,2006,2
64,259,60,80.0,12435,7,5,2001,2001,172.0,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2001.0,2,564,0,96,0,245,0,0,0,5,2008,3
65,268,75,60.0,8400,5,8,1939,1997,0.0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1939.0,1,240,262,24,0,0,0,0,0,7,2008,2
66,262,60,69.0,9588,8,5,2007,2007,270.0,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,2007.0,3,868,0,148,0,0,0,0,0,11,2007,3
67,143,50,71.0,8520,5,4,1952,1952,0.0,507,0,403,910,910,475,0,1385,0,0,2,0,4,1,6,0,2000.0,2,720,0,0,0,0,0,0,0,6,2010,2
68,179,20,63.0,17423,9,5,2008,2009,748.0,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,2009.0,3,1166,0,60,0,0,0,0,0,7,2009,6
69,28,20,98.0,11478,8,5,2007,2008,200.0,1218,0,486,1704,1704,0,0,1704,1,0,2,0,3,1,7,1,2008.0,3,772,0,50,0,0,0,0,0,5,2010,4
70,407,50,51.0,10480,6,5,1936,1950,0.0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,3,2008,2
71,1277,60,69.75590551181102,12936,6,6,1972,1972,0.0,593,0,130,723,735,660,0,1395,0,1,1,1,3,1,6,1,1972.0,2,497,294,116,0,0,0,0,0,12,2009,2
72,481,20,98.0,16033,9,5,2004,2005,378.0,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,2004.0,3,772,519,112,0,0,0,0,0,3,2006,4
73,736,75,60.0,10800,7,7,1914,1970,0.0,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,1914.0,2,320,0,341,0,0,0,0,0,10,2006,2
74,816,20,48.0,12137,7,5,1998,1998,442.0,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,1998.0,2,598,0,34,0,0,0,0,0,5,2010,3
75,1334,50,60.0,7200,5,6,1938,1995,0.0,0,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1951.0,1,297,0,65,190,0,0,0,0,7,2006,2
76,957,160,24.0,1300,6,6,1980,1980,0.0,285,0,276,561,561,668,0,1229,0,0,1,1,2,1,5,1,1980.0,2,462,150,0,0,0,0,0,0,5,2009,2
77,854,80,69.75590551181102,12095,6,6,1964,1964,115.0,564,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,1964.0,2,645,180,0,0,0,0,0,0,8,2009,2
78,245,60,69.75590551181102,8880,7,5,1994,2002,0.0,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,1994.0,2,463,0,130,0,0,0,0,0,5,2010,3
79,199,75,92.0,5520,6,6,1912,1950,0.0,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,1979.0469314079423,0,0,0,198,30,0,0,0,0,7,2009,2
80,898,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,1979.0,2,528,154,0,0,0,0,0,0,6,2009,2
81,766,20,75.0,14587,9,5,2008,2008,284.0,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2008.0,2,592,0,174,0,0,0,0,0,8,2008,3
82,574,80,76.0,9967,7,5,2000,2000,0.0,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2000.0,2,400,100,0,0,0,0,0,0,12,2007,2
83,694,30,60.0,5400,5,6,1921,1968,0.0,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,1968.0,1,326,0,0,112,0,0,0,0,12,2006,2
84,137,20,69.75590551181102,10355,5,5,1967,1967,196.0,695,0,519,1214,1214,0,0,1214,0,0,2,0,3,1,5,1,1967.0,1,318,0,111,0,0,0,0,0,7,2007,2
85,66,60,76.0,9591,8,5,2004,2005,344.0,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,2004.0,3,852,192,151,0,0,0,0,0,10,2007,4
86,1297,20,80.0,8700,5,6,1963,1963,148.0,776,0,344,1120,1128,0,0,1128,1,0,2,0,3,1,6,0,1963.0,2,525,192,20,123,0,0,0,0,12,2008,2
87,219,50,69.75590551181102,15660,7,9,1939,2006,312.0,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,1939.0,2,431,0,119,150,0,0,0,0,5,2008,4
88,194,160,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,5,2006,2
89,132,60,69.75590551181102,12224,6,5,2000,2000,40.0,695,0,297,992,1022,1032,0,2054,1,0,2,1,3,1,7,1,2000.0,2,390,24,48,0,0,0,0,0,7,2009,3
90,701,20,85.0,14331,8,5,2002,2002,630.0,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,2002.0,3,765,270,78,0,0,0,0,0,5,2006,4
91,128,45,55.0,4388,5,7,1930,1950,0.0,116,0,556,672,840,0,0,840,0,0,1,0,3,1,5,1,1979.0469314079423,0,0,0,0,0,0,0,0,0,6,2007,1
92,108,20,50.0,6000,5,5,1948,1950,0.0,104,169,516,789,789,0,0,789,0,0,1,0,2,1,5,0,1948.0,1,250,0,0,0,0,0,0,0,4,2008,2
93,959,20,65.0,8450,7,5,2003,2003,0.0,699,0,638,1337,1337,0,0,1337,1,0,2,0,3,1,6,0,2003.0,2,531,0,39,0,0,0,0,0,10,2007,2
94,1091,90,60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1987.0,2,400,0,0,0,0,0,0,0,6,2009,1
95,1177,20,37.0,6951,5,5,1984,1985,0.0,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1984.0,1,264,362,0,0,0,0,0,0,10,2008,2
96,477,20,75.0,13125,6,5,1997,1998,215.0,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,1997.0,2,508,140,39,0,0,0,0,0,4,2008,3
97,1077,50,60.0,10800,5,8,1936,1989,0.0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,1950.0,2,566,436,21,0,0,0,0,500,4,2006,2
98,264,50,50.0,5500,5,7,1929,2001,0.0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,1974.0,2,484,0,0,0,0,0,0,0,4,2010,2
99,536,190,70.0,7000,5,7,1910,1991,0.0,969,0,148,1117,820,527,0,1347,1,0,1,0,3,1,5,0,1979.0469314079423,0,0,85,0,148,0,0,0,0,1,2008,2
100,697,30,50.0,6000,5,7,1921,1950,0.0,616,0,0,616,616,0,0,616,0,0,1,0,2,1,4,0,1921.0,1,205,0,0,129,0,0,0,0,6,2006,1
101,1033,60,69.75590551181102,14541,8,7,1993,1993,0.0,1012,0,326,1338,1352,1168,0,2520,1,0,2,1,5,1,10,1,1993.0,3,796,209,55,0,0,0,0,0,11,2006,4
102,936,30,52.0,5825,4,5,1926,1953,108.0,0,0,600,600,747,0,0,747,0,0,1,0,1,1,5,0,1953.0,2,528,0,0,32,0,0,0,0,6,2006,1
103,813,20,66.0,8712,5,5,1952,1952,0.0,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,1952.0,2,504,0,0,0,0,0,0,54,6,2010,1
104,35,120,60.0,7313,9,5,2005,2005,246.0,1153,0,408,1561,1561,0,0,1561,1,0,2,0,2,1,6,1,2005.0,2,556,203,47,0,0,0,0,0,8,2007,3
105,770,60,47.0,53504,8,5,2003,2003,603.0,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,2003.0,3,841,503,36,0,0,210,0,0,6,2010,6
106,706,190,70.0,5600,4,5,1930,1950,0.0,0,0,0,0,372,720,0,1092,0,0,2,0,3,2,7,0,1979.0469314079423,0,0,0,0,0,0,0,0,3500,7,2010,1
107,141,20,70.0,10500,4,5,1971,1971,0.0,432,0,432,864,864,0,0,864,0,0,1,0,3,1,5,1,1979.0469314079423,0,0,0,0,0,0,0,0,0,4,2010,2
108,775,20,110.0,14226,8,5,2006,2006,375.0,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,2006.0,3,895,315,45,0,0,0,0,0,7,2007,4
109,1285,50,50.0,9638,6,7,1919,1990,0.0,0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1969.0,1,336,272,0,42,0,116,0,0,3,2010,2
110,1258,30,56.0,4060,5,8,1922,1950,0.0,0,0,864,864,864,0,0,864,0,0,1,0,2,1,4,0,1979.0469314079423,0,0,0,96,0,0,0,0,0,7,2009,1
111,445,60,70.0,8750,7,5,1994,1995,0.0,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,1994.0,2,493,144,133,0,0,0,0,0,7,2008,3
112,131,60,88.0,14200,7,6,1966,1966,309.0,445,0,479,924,1216,941,0,2157,0,0,2,1,4,1,8,2,1966.0,2,487,105,66,0,0,0,0,0,5,2006,3
113,420,20,65.0,8450,5,6,1968,1968,0.0,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1968.0,1,304,0,85,184,0,0,0,0,7,2010,2
114,670,30,80.0,11600,4,5,1922,1950,0.0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1922.0,1,252,0,0,67,0,0,0,0,7,2006,2
115,462,70,60.0,7200,7,9,1936,2007,0.0,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,1971.0,2,576,256,0,0,0,0,0,0,4,2009,2
116,1198,75,65.0,8850,7,6,1916,1950,0.0,0,0,815,815,815,875,0,1690,0,0,1,0,3,1,7,1,1916.0,1,225,0,0,330,0,0,0,0,7,2006,2
117,520,70,53.0,10918,7,9,1926,2004,0.0,0,0,1276,1276,1276,804,0,2080,0,0,1,1,3,1,9,2,1926.0,1,282,0,0,0,0,145,0,0,6,2009,3
118,339,20,91.0,14145,7,7,1984,1998,0.0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,1984.0,2,440,108,45,0,0,0,0,400,5,2006,3
119,437,50,40.0,4400,6,8,1920,1950,0.0,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,1990.0,2,440,0,0,0,0,0,0,0,10,2006,2
120,734,20,80.0,10000,5,6,1961,1983,0.0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961.0,1,264,165,0,0,0,0,0,400,3,2009,2
121,198,75,174.0,25419,8,4,1918,1990,0.0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,1918.0,2,795,0,16,552,0,0,512,0,3,2006,3
122,1143,60,77.0,9965,8,5,2006,2007,340.0,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,2006.0,3,1052,125,144,0,0,0,0,0,4,2007,5
123,1076,70,75.0,13125,7,6,1940,1984,0.0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1940.0,1,240,0,0,0,0,0,0,0,7,2007,3
124,653,60,70.0,8750,7,5,1996,1996,0.0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,1996.0,2,512,0,120,0,0,0,0,0,7,2009,2
125,243,50,63.0,5000,5,4,1900,1950,0.0,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1940.0,1,352,0,0,77,0,0,0,0,4,2006,1
126,643,80,75.0,13860,8,7,1972,1995,0.0,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,1972.0,2,538,269,111,0,0,0,0,0,7,2009,4
127,488,20,70.0,12243,5,6,1971,1971,0.0,998,0,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,1971.0,2,487,224,0,0,0,180,0,0,2,2007,2
128,1330,60,63.0,9084,7,5,1998,1998,0.0,0,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,1998.0,2,462,0,28,0,0,0,0,0,6,2006,2
129,435,180,21.0,1890,4,7,1972,1972,0.0,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,1979.0469314079423,0,0,88,0,0,0,0,0,0,6,2008,1
130,403,30,60.0,10200,5,8,1940,1997,0.0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940.0,1,240,168,0,0,0,0,0,0,8,2008,2
131,258,20,68.0,8814,7,5,2006,2006,180.0,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2006.0,2,660,123,110,0,0,0,0,0,3,2009,3
132,940,70,69.75590551181102,24090,7,7,1940,1950,0.0,0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1940.0,1,349,56,0,318,0,0,0,0,6,2010,3
133,786,20,69.75590551181102,9790,6,5,1967,1967,0.0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,1967.0,2,457,0,0,0,0,197,0,0,9,2009,2
134,1028,20,71.0,9520,8,5,2007,2008,338.0,1513,0,125,1638,1646,0,0,1646,1,0,2,0,3,1,7,1,2008.0,3,800,192,44,0,0,0,0,0,4,2008,3
135,989,60,69.75590551181102,12046,6,6,1976,1976,298.0,156,0,692,848,1118,912,0,2030,0,0,2,1,4,1,8,1,1976.0,2,551,0,224,0,0,0,0,0,6,2007,2
136,874,40,60.0,12144,5,7,1949,1950,0.0,375,0,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,1949.0,1,288,0,28,0,0,0,0,0,9,2009,2
137,1221,20,66.0,7800,5,5,1964,1964,0.0,312,600,0,912,912,0,0,912,0,0,1,0,2,1,5,0,1964.0,1,288,0,0,0,0,0,0,0,11,2006,2
138,11,20,70.0,11200,5,5,1965,1965,0.0,906,0,134,1040,1040,0,0,1040,1,0,1,0,3,1,5,0,1965.0,1,384,0,0,0,0,0,0,0,2,2008,2
139,1113,20,73.0,7100,5,7,1957,1957,0.0,708,0,108,816,816,0,0,816,1,0,1,0,2,1,5,0,1957.0,1,308,0,0,0,0,0,0,0,7,2006,2
140,163,20,95.0,12182,7,5,2005,2005,226.0,1201,0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,2005.0,2,532,0,70,0,0,0,0,0,5,2010,3
141,761,20,70.0,9100,6,6,1959,1959,0.0,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,2008.0,1,300,0,0,0,0,0,0,450,10,2009,2
142,1219,50,52.0,6240,4,5,1947,1950,0.0,0,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,1979.0469314079423,0,0,0,0,0,0,0,0,0,7,2006,1
143,741,70,60.0,9600,5,7,1910,2002,0.0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,1910.0,2,360,270,0,112,0,0,0,0,5,2007,2
144,1388,50,60.0,8520,6,7,1916,1950,0.0,168,546,0,714,1664,862,0,2526,0,0,2,0,5,1,10,1,1916.0,1,216,88,15,0,0,0,0,0,8,2007,2
